gene,logFC,logCPM,F,PValue,FDR,cell_type,scenario,omitted_donor,omitted_group,passes_primary_threshold
GABARAP,0.219496994453694,3.6134263285169,0.600290892789425,0.457380830129954,0.621215803898284,CD4_NC,Full,,Full,FALSE
CTDNEP1,-0.14494441888658,6.1913810584822,1.34761804868891,0.274115665237855,0.447670283688607,CD4_NC,Full,,Full,FALSE
ELP5,0.26498024885446,4.97207812161857,1.35323981784673,0.273181927444458,0.446735628413606,CD4_NC,Full,,Full,FALSE
CLDN7,0.056966500529636,0.994914381863653,0.0121316502141446,0.914578012342418,0.953364571611725,CD4_NC,Full,,Full,FALSE
EIF5A,0.184037916746907,8.09695505767007,1.44493922862228,0.258531153933291,0.430510425569157,CD4_NC,Full,,Full,FALSE
GPS2,-0.0304469700645312,3.2731116817712,0.00714894093689342,0.934380068542769,0.964930340523896,CD4_NC,Full,,Full,FALSE
NEURL4,0.208507899287779,2.24287878727387,0.437519178294913,0.524148032365083,0.676689785499741,CD4_NC,Full,,Full,FALSE
ACAP1,0.390456809171052,8.32407667688617,4.42251682688256,0.063288825547415,0.175488698115602,CD4_NC,Full,,Full,FALSE
KCTD11,-0.43134755558817,1.2361103623081,0.987155171340737,0.344929463612882,0.520401103807637,CD4_NC,Full,,Full,FALSE
TNK1,-0.0466409695388146,2.86100287718858,0.0256942750240983,0.876022742791229,0.930134577058945,CD4_NC,Full,,Full,FALSE
TMEM256,0.320305653110856,4.92385174819537,1.08406733819356,0.323637433483031,0.498942688788849,CD4_NC,Full,,Full,FALSE
NLGN2,0.195472469770457,1.89518074066085,0.479312468005136,0.505436884965508,0.662484656567509,CD4_NC,Full,,Full,FALSE
TMEM102,-0.838477851402377,3.52272858267142,17.4504030509257,0.00213982774194502,0.0277562460900753,CD4_NC,Full,,Full,TRUE
CHRNB1,0.201531956796417,4.12589021028682,0.650900695823386,0.439582872754764,0.606761719041155,CD4_NC,Full,,Full,FALSE
ZBTB4,-0.719721486080449,5.36464227019693,15.4810058059122,0.00310921330725427,0.0329545309763846,CD4_NC,Full,,Full,TRUE
POLR2A,-0.845751323298342,5.86255764336664,37.4323927051842,0.000141820177944963,0.00935459409412486,CD4_NC,Full,,Full,TRUE
TNFSF12,0.145298366348533,5.3357971694481,1.0112057570938,0.339612194661092,0.515394650732521,CD4_NC,Full,,Full,FALSE
SENP3,0.371937875094692,1.21047404350342,0.500435647854575,0.496393745770764,0.654365461609749,CD4_NC,Full,,Full,FALSE
EIF4A1,1.1164828822917,3.94081335122226,16.1814409500794,0.00271064088231168,0.0309585278791196,CD4_NC,Full,,Full,TRUE
CD68,1.85690362918294,1.27108274292764,14.9670377840755,0.00349464913750171,0.0348747213295392,CD4_NC,Full,,Full,TRUE
AC016876.1,0.42873779118817,2.2942733315654,1.88546307886297,0.201447437234801,0.364834707859014,CD4_NC,Full,,Full,FALSE
MPDU1,0.539766504290418,4.54671111897014,6.37785824149928,0.0312921656581266,0.114725833118042,CD4_NC,Full,,Full,TRUE
FXR2,-0.622923086290188,3.63033196244182,4.62409493736145,0.0585447191684881,0.167207180374524,CD4_NC,Full,,Full,FALSE
SAT2,0.692877130719771,5.7663327377117,10.0963622384443,0.0105388427055288,0.0602478455844571,CD4_NC,Full,,Full,TRUE
TP53,-0.126248578258873,4.25440947621713,0.428242268804793,0.528424757363313,0.679918360782982,CD4_NC,Full,,Full,FALSE
AC087388.1,0.661769830075404,1.51028915418942,2.36120999387729,0.157269765240592,0.309510041833091,CD4_NC,Full,,Full,FALSE
WRAP53,0.0549139665483532,2.84263785542369,0.0512559862312442,0.8257119048504,0.897457347374394,CD4_NC,Full,,Full,FALSE
KDM6B,0.0679509577161764,4.81120154715409,0.164803027793019,0.693791921114383,0.806826871443217,CD4_NC,Full,,Full,FALSE
NAA38,0.544119822582371,6.58443905807424,4.84882840151246,0.0537136321204922,0.159471434537722,CD4_NC,Full,,Full,FALSE
CHD3,-0.638157458209654,7.5999508867487,23.0085454805251,0.000847145576557922,0.0187440231422641,CD4_NC,Full,,Full,TRUE
SCARNA21,4.52134992481669,3.66476549669404,11.1549124134962,0.0113151506130113,0.0628652651032476,CD4_NC,Full,,Full,TRUE
RNF227,-0.630351001875292,1.58124649234862,3.59127727596635,0.0889225156663802,0.215621277660214,CD4_NC,Full,,Full,FALSE
KCNAB3,0.186766037049103,1.5507647511936,0.321896852600096,0.583729257995646,0.723945758860998,CD4_NC,Full,,Full,FALSE
TRAPPC1,0.347912725242092,6.90590333004634,2.86584533178753,0.123044818850807,0.267012751865526,CD4_NC,Full,,Full,FALSE
CNTROB,0.329885357092046,2.90722616014515,1.55965666236558,0.241739850501744,0.411831347254454,CD4_NC,Full,,Full,FALSE
PER1,0.778141676399234,4.63797462327653,10.1818811043335,0.0103088280408187,0.0596001413147094,CD4_NC,Full,,Full,TRUE
VAMP2,0.589921488570257,8.29543141422083,10.7201966461304,0.00898686375072488,0.0556568806993422,CD4_NC,Full,,Full,TRUE
TMEM107,0.430446279737368,4.44944547480852,6.28316753952996,0.0322954987318463,0.116655258251507,CD4_NC,Full,,Full,FALSE
BORCS6,-0.490430343215686,3.83425450860218,5.52520854083265,0.0419479244548563,0.137440372811892,CD4_NC,Full,,Full,FALSE
LINC00324,0.0353101439641477,5.39882604085708,0.0258776196944748,0.875578667229574,0.929819356289689,CD4_NC,Full,,Full,FALSE
CTC1,-0.8094110779054,5.79822675282031,27.3139103820043,0.000461288833535812,0.014555695130164,CD4_NC,Full,,Full,TRUE
PFAS,-1.02275319582122,2.61276992956935,12.7067333127269,0.005645635094824,0.0441379664529743,CD4_NC,Full,,Full,TRUE
SLC25A35,-1.13888679674034,2.98055730435614,20.3424787269845,0.00130336428421332,0.0220449050996511,CD4_NC,Full,,Full,TRUE
RANGRF,0.709928129266916,5.70327681268639,27.9514716937775,0.000424207140881936,0.0142538112178255,CD4_NC,Full,,Full,TRUE
RPL26,0.413918387028869,9.95814858337769,1.22137272147362,0.296614358731705,0.471256096431367,CD4_NC,Full,,Full,FALSE
NDEL1,-0.452183449238207,4.96444426795226,6.76290900171122,0.0275888259340824,0.106527269820048,CD4_NC,Full,,Full,FALSE
PIK3R5,-0.373806989023415,5.4669204982699,2.33661779304609,0.159045683501665,0.311919150164551,CD4_NC,Full,,Full,FALSE
STX8,0.828776568112165,5.67029999054646,18.5417641088,0.0017530200652935,0.0251392230475802,CD4_NC,Full,,Full,TRUE
GAS7,0.570979649678523,2.76423768954972,3.70953961230626,0.084653555683855,0.20970843578624,CD4_NC,Full,,Full,FALSE
MYH3,0.0966531217140852,1.99183291751739,0.118761407295098,0.737948627133183,0.837216501005804,CD4_NC,Full,,Full,FALSE
SCO1,-0.244818303863286,4.3008382232515,1.79555867375201,0.211515342545895,0.376590309713196,CD4_NC,Full,,Full,FALSE
ADPRM,0.641095538154475,5.14579115072156,5.28829083947257,0.0456574989687361,0.144389697614771,CD4_NC,Full,,Full,TRUE
TMEM220,-0.00388505016120462,1.50689980497232,7.5823964634953e-05,0.993233688415552,0.99607194947151,CD4_NC,Full,,Full,FALSE
ZNF18,0.120999851588801,2.50392848568615,0.23215881499373,0.640899324007111,0.769249673143249,CD4_NC,Full,,Full,FALSE
MAP2K4,-0.33409786235678,4.56579698309524,2.63593187451738,0.137239995375592,0.285696177554,CD4_NC,Full,,Full,FALSE
ELAC2,-0.332056422018045,4.6662118765932,3.3084572447466,0.100626889151976,0.234560907296322,CD4_NC,Full,,Full,FALSE
COX10-AS1,-0.0440222603514365,3.10604919100778,0.0345255026735365,0.856517328377347,0.916672092670441,CD4_NC,Full,,Full,FALSE
COX10,0.157431202277348,4.52717840296029,0.672562894082607,0.432315119322468,0.601376798316578,CD4_NC,Full,,Full,FALSE
HS3ST3B1,-0.625069853231337,3.76211711355883,4.19990444017516,0.0691597559845747,0.185227540559118,CD4_NC,Full,,Full,FALSE
RPS18P12,1.24044499722756,2.17265028650588,11.8907951538321,0.00678806637019644,0.048023151868493,CD4_NC,Full,,Full,TRUE
TVP23C,0.652708604563252,0.92716316218148,2.02092497238446,0.187248963096842,0.346979084741201,CD4_NC,Full,,Full,FALSE
TRIM16,-0.958838794256718,2.3330109797417,7.69806363242589,0.0207042474291141,0.0891725299637024,CD4_NC,Full,,Full,TRUE
ZNF286A,-0.00324338492209491,1.81424280170146,9.29373668614873e-05,0.992509252496201,0.995782907010925,CD4_NC,Full,,Full,FALSE
ZSWIM7,0.715998619545016,5.23425645158954,14.5622380498893,0.00374728919145478,0.0360298718758293,CD4_NC,Full,,Full,TRUE
TTC19,-0.56915044791009,4.7603965699945,14.1388699907939,0.00409552210516004,0.0379274914669687,CD4_NC,Full,,Full,TRUE
NCOR1,-0.106187809394989,7.39123214900905,0.752019836852911,0.407269338757538,0.579833313710022,CD4_NC,Full,,Full,FALSE
PIGL,0.149405228347586,4.40687946012569,0.664948101227116,0.434846974234575,0.603322718260446,CD4_NC,Full,,Full,FALSE
CENPV,0.223295749233811,3.31956243404088,0.396884801376597,0.543610834904399,0.69143051325704,CD4_NC,Full,,Full,FALSE
UBB,0.922131224490902,9.70771959993321,39.8111069110406,0.000111625943144876,0.00870544546723679,CD4_NC,Full,,Full,TRUE
AC093484.3,0.706032779179642,1.61733093934606,3.68729496782113,0.0855768145743511,0.211237520183152,CD4_NC,Full,,Full,FALSE
TRPV2,-0.669266690254313,5.55162381554143,23.2880981928174,0.000812489795835657,0.0184290773439635,CD4_NC,Full,,Full,TRUE
LRRC75A-AS1,0.938129240715984,8.51879855011567,20.1903423546015,0.00132254350515673,0.0221896521840705,CD4_NC,Full,,Full,TRUE
LRRC75A,0.279661294486172,2.60307476158108,1.15091631405899,0.309990890480955,0.485462046554978,CD4_NC,Full,,Full,FALSE
ZNF287,-0.61625391515042,3.08079402119374,8.52011494974931,0.0162291832186617,0.0772567825111423,CD4_NC,Full,,Full,TRUE
ZNF624,-0.473931090275334,3.1998907467687,1.68672441585893,0.22481048344606,0.392300503847723,CD4_NC,Full,,Full,FALSE
MPRIP,-0.352447085446219,6.51272763875438,2.6341092792408,0.137355183955441,0.285794695996878,CD4_NC,Full,,Full,FALSE
PLD6,-0.431531329330735,2.97690423520911,4.66973895364575,0.057567305654101,0.165809858369456,CD4_NC,Full,,Full,FALSE
FLCN,-1.27509036544965,3.02192529425716,18.9481974745099,0.00164967935026622,0.0243267019750419,CD4_NC,Full,,Full,TRUE
COPS3,0.254507154053344,5.58703271325626,4.0533586767315,0.073359158485284,0.191914997959199,CD4_NC,Full,,Full,FALSE
RPL13P12,0.43143225547944,8.25563220090153,2.81627482673716,0.125938380334162,0.270899621572748,CD4_NC,Full,,Full,FALSE
MED9,0.565674376274049,3.26009323627052,7.50235189562637,0.0218841915739642,0.0921923562338993,CD4_NC,Full,,Full,TRUE
PEMT,0.383316266208073,3.97656198759784,2.67950193728651,0.134398206117793,0.281823557857626,CD4_NC,Full,,Full,FALSE
RAI1,-1.08569281313939,3.95694765948833,24.4676066965504,0.000685088872223075,0.0168326014878158,CD4_NC,Full,,Full,TRUE
SREBF1,-0.341558296727767,4.10776714170787,2.32902241187538,0.159665187579406,0.312745733314452,CD4_NC,Full,,Full,FALSE
TOM1L2,-0.960034754787596,3.56568789097688,10.9358855240472,0.00853369681103409,0.054274836120255,CD4_NC,Full,,Full,TRUE
ATPAF2,0.268699992812387,3.0298281135563,0.834981033597289,0.383533746967341,0.55748334652603,CD4_NC,Full,,Full,FALSE
GID4,-0.0743550665603437,3.13362919256916,0.0492487921137165,0.829093137087327,0.899444020925582,CD4_NC,Full,,Full,FALSE
DRG2,0.39973243109363,5.08741677632791,5.32887264043063,0.0449917269975188,0.14296415464956,CD4_NC,Full,,Full,FALSE
ALKBH5,-0.78970879525622,5.27004883438275,6.3422259994926,0.0316643643847211,0.115387245352341,CD4_NC,Full,,Full,TRUE
LLGL1,-1.28005080841423,2.47126308837492,19.0941391600823,0.00161031489288195,0.0241583945629392,CD4_NC,Full,,Full,TRUE
FLII,-0.482417182045491,6.44799068719074,10.775005274106,0.00886461449053537,0.0553064392461352,CD4_NC,Full,,Full,FALSE
MIEF2,-0.439315786874071,2.46933191534551,2.53463304890843,0.144299889111013,0.294140819462495,CD4_NC,Full,,Full,FALSE
TOP3A,-0.144785482478703,3.70583104955315,0.42511740069097,0.529905351104477,0.680991171381747,CD4_NC,Full,,Full,FALSE
SMCR8,-0.132076969591648,5.06340334274188,0.362112879634212,0.56146182351842,0.705611128850266,CD4_NC,Full,,Full,FALSE
SHMT1,-0.212649973142076,2.74205518532023,0.605750068046113,0.455446977452177,0.619253874093387,CD4_NC,Full,,Full,FALSE
CCDC144B,0.497578361059428,2.89645883318136,1.97672552203034,0.191722061925712,0.352447136088627,CD4_NC,Full,,Full,FALSE
AC026271.1,0.330425234955858,2.59247913468585,1.23523154959552,0.293869795434745,0.468485930034393,CD4_NC,Full,,Full,FALSE
ZNF286B,-0.843521710824876,0.700448049853002,3.72099873301496,0.0816334814827148,0.204756284505185,CD4_NC,Full,,Full,FALSE
TRIM16L,-0.228472313294537,0.81228127644977,0.144418734469023,0.712083631412407,0.818751494258712,CD4_NC,Full,,Full,FALSE
TVP23B,-0.0355548099120042,3.51996734741518,0.0354208894374235,0.854689758396891,0.915913730390345,CD4_NC,Full,,Full,FALSE
PRPSAP2,-0.260052379721439,5.18635817286469,3.09208239782516,0.110869519460428,0.249995628924334,CD4_NC,Full,,Full,FALSE
FAM83G,-1.39355192555837,1.78768694884178,7.36712348387986,0.0225418857026046,0.0936822973574692,CD4_NC,Full,,Full,TRUE
GRAP,-0.496449062024204,5.06112840477343,7.09203852053646,0.0248423907876609,0.0997643881790553,CD4_NC,Full,,Full,FALSE
SNORD3B-1,3.56237514352093,1.15801236621797,11.6480463096224,0.00747376576010405,0.0502520258718225,CD4_NC,Full,,Full,TRUE
SNORD3A,3.63161953090586,3.05056627073604,15.597962650503,0.00351925964807423,0.0349245568258128,CD4_NC,Full,,Full,TRUE
EPN2,0.195758425061417,2.20624706122236,0.535675166883135,0.482019567462155,0.641629875053024,CD4_NC,Full,,Full,FALSE
MAPK7,-0.439183297187817,3.52668837040374,4.22788182800091,0.0683945309602585,0.18392858751637,CD4_NC,Full,,Full,FALSE
RPS2P46,-0.273831165470349,6.15666350406172,2.96292229079026,0.117620951769463,0.259476707640195,CD4_NC,Full,,Full,FALSE
ALDH3A2,-0.410188227450234,4.16803688449162,7.47358608871552,0.0220709867654678,0.0926873176690816,CD4_NC,Full,,Full,FALSE
ULK2,-0.274708884964457,3.26748113303713,0.994191525159604,0.343540673625301,0.519111693646938,CD4_NC,Full,,Full,FALSE
AKAP10,0.00785997459345979,4.71424836609465,0.00296025009898079,0.957740499214444,0.977709311240322,CD4_NC,Full,,Full,FALSE
SPECC1,1.21057319018502,2.96807482648591,19.6526809677509,0.00144999084768576,0.0229851748678318,CD4_NC,Full,,Full,TRUE
USP22,-0.760953328975023,5.46391743268738,15.763254947223,0.00294018568544273,0.0321367774636289,CD4_NC,Full,,Full,TRUE
DHRS7B,-0.30690087267004,2.42543091666734,1.77218108860407,0.214396343630732,0.379473718889139,CD4_NC,Full,,Full,FALSE
TMEM11,-0.00075239829820664,4.49021917509779,1.64263600922493e-05,0.996850323506813,0.99779805000674,CD4_NC,Full,,Full,FALSE
NATD1,-1.14882065090255,2.76077982049654,9.24910765154056,0.0132804570151418,0.0688502462112521,CD4_NC,Full,,Full,TRUE
MAP2K3,-0.348137080376149,4.86448735224266,3.20006482430951,0.105600662451531,0.242353999893304,CD4_NC,Full,,Full,FALSE
RPL21P120,-0.249439018518922,0.89259375490682,0.36595689820645,0.559123476987495,0.70344214382195,CD4_NC,Full,,Full,FALSE
C17orf51,-0.445819585787839,1.34551291774198,1.44954542891475,0.257682303554559,0.429833406800673,CD4_NC,Full,,Full,FALSE
WSB1,0.0763003176447796,6.4160940823422,0.321815908294593,0.58371163294764,0.723945758860998,CD4_NC,Full,,Full,FALSE
KSR1,-0.179537707248617,2.79490342036756,0.599654065624102,0.457650479091158,0.621515226576125,CD4_NC,Full,,Full,FALSE
LGALS9,0.289226540547267,5.33147049918025,1.50102775584022,0.250106872696573,0.420976582686984,CD4_NC,Full,,Full,FALSE
LYRM9,0.354179566951904,3.71341545291752,0.791236511959317,0.395764364278814,0.569752798906916,CD4_NC,Full,,Full,FALSE
NLK,0.455157753094639,2.46222249624941,2.52433579025332,0.144968639961434,0.294717419148412,CD4_NC,Full,,Full,FALSE
TMEM97,0.422806197370171,2.51078690221253,3.30391302256652,0.100904446393467,0.235077775352216,CD4_NC,Full,,Full,FALSE
IFT20,0.737277056519451,5.55445184961923,33.0958190265662,0.00022685962322281,0.0112801713883965,CD4_NC,Full,,Full,TRUE
TNFAIP1,-0.882899329240604,3.03385883679065,5.2086987776783,0.0470857826440594,0.146884389611123,CD4_NC,Full,,Full,TRUE
POLDIP2,0.191638665172594,4.88985977057166,0.885482494450312,0.370084550922514,0.54520151776528,CD4_NC,Full,,Full,FALSE
TMEM199,0.178726556153507,4.15013486387779,0.658775213934014,0.436918288886797,0.604669258603987,CD4_NC,Full,,Full,FALSE
SARM1,-0.795056145946151,3.67986176468671,17.3854955472913,0.00216369333877122,0.0278141800424036,CD4_NC,Full,,Full,TRUE
SLC46A1,-1.31684881678189,0.717271997549417,3.04215586475092,0.109129332235837,0.247174611593325,CD4_NC,Full,,Full,FALSE
RPS7P1,0.15452813335832,5.62381398176377,0.530699609587619,0.483934337853092,0.643446266516098,CD4_NC,Full,,Full,FALSE
UNC119,0.560663316180007,5.08212221619029,17.2116647892959,0.0022295129862182,0.0280554452867338,CD4_NC,Full,,Full,TRUE
PIGS,-1.26767743285746,5.70562627816913,24.8469453729422,0.000647298688849292,0.0164077190367856,CD4_NC,Full,,Full,TRUE
ALDOC,0.00716595466755794,4.27033138675994,0.000877382096228098,0.976984513954678,0.987852929115919,CD4_NC,Full,,Full,FALSE
SPAG5,0.651475772710757,1.29042069475413,2.32608126549109,0.160056951694646,0.313027790667206,CD4_NC,Full,,Full,FALSE
SPAG5-AS1,0.254936543062337,1.27842802933646,0.31531009185914,0.587515736230495,0.726929175549513,CD4_NC,Full,,Full,FALSE
KIAA0100,-0.378214173056155,5.60522616115151,9.2635530860211,0.0131552500436191,0.0686302663456274,CD4_NC,Full,,Full,FALSE
SDF2,0.0319387152979167,5.44060075489563,0.0492376702972232,0.829105989211598,0.899444020925582,CD4_NC,Full,,Full,FALSE
SUPT6H,-0.482071769162587,6.04932325504598,7.61404961882027,0.021139745578768,0.0902905833813911,CD4_NC,Full,,Full,FALSE
PROCA1,0.758065031624904,1.86781502179326,5.29297848364283,0.0457006035424282,0.144418414349822,CD4_NC,Full,,Full,TRUE
RAB34,0.698088106091057,2.7247523922808,4.29293354659927,0.0666587286897776,0.180905846738586,CD4_NC,Full,,Full,FALSE
RPL23A,0.494704507148333,12.4055645604629,3.72638844720445,0.0840056690316153,0.208512303054111,CD4_NC,Full,,Full,FALSE
AC010761.1,1.19536958882305,2.15468274357278,10.2713815617899,0.0101083779944256,0.0589608714596365,CD4_NC,Full,,Full,TRUE
NEK8,0.0479982149961373,2.21977433013674,0.0136517787934472,0.909437076505017,0.950598340159009,CD4_NC,Full,,Full,FALSE
TRAF4,0.270633215848943,2.31583487691808,0.561001362576605,0.472112057248167,0.633124268259563,CD4_NC,Full,,Full,FALSE
FAM222B,-0.598247981686534,3.72912278446206,12.2595281711321,0.0062106293953949,0.0462049564925568,CD4_NC,Full,,Full,TRUE
ERAL1,-0.100920317664786,4.29051421941253,0.350666817637476,0.56760409943928,0.711137464529538,CD4_NC,Full,,Full,FALSE
FLOT2,-0.258869006043317,6.3116950152801,3.58040694726479,0.0893862611901424,0.216217887014409,CD4_NC,Full,,Full,FALSE
DHRS13,-0.24980079396857,3.16916516609719,1.34268215105876,0.274981518325719,0.44856249225657,CD4_NC,Full,,Full,FALSE
PHF12,-0.25470230336955,5.62896954657951,3.23639624162008,0.10389620688647,0.239967948410176,CD4_NC,Full,,Full,FALSE
MYO18A,-1.15874785807187,5.53266567182776,7.57801505701055,0.0220682458196338,0.0926873176690816,CD4_NC,Full,,Full,TRUE
NUFIP2,-0.469477367078908,6.61608148303361,8.19110754611734,0.0178035688790073,0.0817333899772448,CD4_NC,Full,,Full,FALSE
TAOK1,-0.141144619721894,5.71669785959423,0.473919432103541,0.507698963414164,0.664278034773669,CD4_NC,Full,,Full,FALSE
ABHD15,-0.393938580730995,2.51054775722205,2.53942301644928,0.143954242677865,0.293578353832469,CD4_NC,Full,,Full,FALSE
TP53I13,0.0978467488060163,4.60600370451405,0.303430474104451,0.594494037299164,0.732814343714172,CD4_NC,Full,,Full,FALSE
GIT1,-0.334746026932633,3.93955701053894,1.33850032973499,0.275654184173848,0.449369672626115,CD4_NC,Full,,Full,FALSE
SSH2,-0.215968400678583,6.10306219219467,2.3073087646867,0.161415861544046,0.315004779794674,CD4_NC,Full,,Full,FALSE
EFCAB5,0.821404956692303,0.7170015934063,3.65698423206758,0.0864555057463185,0.212299098075605,CD4_NC,Full,,Full,FALSE
NSRP1,0.166496994384873,5.60159200979502,0.69664824207989,0.424463344471612,0.593806875656554,CD4_NC,Full,,Full,FALSE
BLMH,-0.181825110420953,4.4896436735957,0.782409441448086,0.398305980338767,0.571797663877321,CD4_NC,Full,,Full,FALSE
CPD,-0.721051880238921,4.51658283490217,17.9654991283806,0.00194351870904901,0.0267186239065563,CD4_NC,Full,,Full,TRUE
GOSR1,-0.141584317275617,5.30421143314862,0.853416185394952,0.378521783444342,0.553299820118947,CD4_NC,Full,,Full,FALSE
LRRC37BP1,0.102422245289559,1.4994237353427,0.0778536787990733,0.786249394246479,0.869679114595518,CD4_NC,Full,,Full,FALSE
SUZ12P1,0.431062060932691,4.39154376565594,2.51373749321458,0.145643013847425,0.295733499991701,CD4_NC,Full,,Full,FALSE
CRLF3,-0.462569687533395,6.21618676018032,10.5462889270665,0.00939002527640771,0.0568066118321454,CD4_NC,Full,,Full,FALSE
ATAD5,-0.192550945315111,3.31746944135466,0.467983398133943,0.510323232753277,0.665918583206456,CD4_NC,Full,,Full,FALSE
TEFM,0.35131367676288,3.70180585079295,3.27219701832252,0.102264868191598,0.23715388119175,CD4_NC,Full,,Full,FALSE
ADAP2,1.55073427808381,1.44931350480757,21.4009871678686,0.00110363837936876,0.0206818157382728,CD4_NC,Full,,Full,TRUE
RNF135,0.577749418483014,2.57285725118632,5.81128491070098,0.037974717545171,0.129458332829382,CD4_NC,Full,,Full,TRUE
AC138207.8,0.706827702843812,1.64448302790171,5.44316850502944,0.0433186318114117,0.139935462619631,CD4_NC,Full,,Full,TRUE
NF1,-0.207843604484723,5.22963482302828,1.98409865505251,0.190930118736631,0.351531786668405,CD4_NC,Full,,Full,FALSE
EVI2B,0.191555237491432,7.72965282981277,1.77134080402058,0.21436284689895,0.379467592506843,CD4_NC,Full,,Full,FALSE
EVI2A,0.400129365292746,6.09860692277834,4.12027841499256,0.0713921123749313,0.18861730400353,CD4_NC,Full,,Full,FALSE
RAB11FIP4,-0.416546793185885,5.16117361185921,2.99290559860934,0.116009654555219,0.257044190748973,CD4_NC,Full,,Full,FALSE
COPRS,0.171683758848207,2.84522719130569,0.191648736411647,0.671378962998222,0.791282035906731,CD4_NC,Full,,Full,FALSE
UTP6,-0.0339667623203789,5.09137804041249,0.030170961337676,0.865758932833126,0.923505433756645,CD4_NC,Full,,Full,FALSE
SUZ12,-0.191495236981761,6.41395208573788,0.517263353940432,0.489374826096427,0.647904687893635,CD4_NC,Full,,Full,FALSE
LRRC37B,-0.308759064342518,4.62791344764512,2.53028180199862,0.144467302883803,0.29417864784904,CD4_NC,Full,,Full,FALSE
AC090616.6,-0.52630980417211,1.07531385747301,1.22045227609885,0.295969090559248,0.470643057376717,CD4_NC,Full,,Full,FALSE
AC116407.2,0.297559674735579,3.86386605133198,1.31252230607656,0.280067513591857,0.454686837152341,CD4_NC,Full,,Full,FALSE
RHOT1,0.277502428440076,4.69059814526325,1.53784197401988,0.244783543307424,0.415169188635521,CD4_NC,Full,,Full,FALSE
C17orf75,-0.488560484379101,3.81218848348841,7.23527318436975,0.0237629169350894,0.0966583041075077,CD4_NC,Full,,Full,FALSE
ZNF207,0.137549855981003,6.59954344659422,1.28746721293887,0.284412948871846,0.458852406595187,CD4_NC,Full,,Full,FALSE
PSMD11,-0.303653511636668,5.3515322859602,3.8939963668286,0.0783237356561398,0.199345523970246,CD4_NC,Full,,Full,FALSE
CDK5R1,-0.678478130673256,1.87048099718839,2.66308663417561,0.135554834205544,0.28316795227395,CD4_NC,Full,,Full,FALSE
MYO1D,-0.825710654814271,1.85878554967435,3.54734022444197,0.090713658557955,0.218000000620909,CD4_NC,Full,,Full,FALSE
ZNF830,-0.255609974607561,5.09379473726618,1.88566878863906,0.201322785174785,0.364765953639781,CD4_NC,Full,,Full,FALSE
LIG3,-0.955214634660724,4.24762793103663,28.2062992784753,0.000411033232994063,0.0141414885922301,CD4_NC,Full,,Full,TRUE
RFFL,-0.206350945193115,4.59795585774021,2.11176439960226,0.178488755985443,0.336320200316195,CD4_NC,Full,,Full,FALSE
RAD51D,-0.341779781107052,3.10790879356251,1.14741179077022,0.31067187222812,0.486131834744869,CD4_NC,Full,,Full,FALSE
NLE1,-0.715369297365807,3.19316108399192,7.37516699663351,0.0227858029015273,0.094173501336716,CD4_NC,Full,,Full,TRUE
AC022916.1,-0.317996157866946,3.8223850519459,2.5974911367083,0.139825773168953,0.288759274090625,CD4_NC,Full,,Full,FALSE
SLFN5,-0.901577296373588,8.44648209295502,28.4519810289432,0.000397589849537055,0.0139897977216098,CD4_NC,Full,,Full,TRUE
AC022706.1,1.30273794022237,4.52569070845211,17.5354171236354,0.00210058321788621,0.0275584302957158,CD4_NC,Full,,Full,TRUE
SLFN11,-0.291876885322742,4.14189952001324,1.20657270835394,0.299156408906629,0.473804947991268,CD4_NC,Full,,Full,FALSE
SLFN12,0.254377452324522,2.88618961652337,1.00761610247701,0.340466483445792,0.516257027346872,CD4_NC,Full,,Full,FALSE
SLFN13,0.186460528257308,3.44458112585475,0.326331086799387,0.581135998227839,0.722113498531819,CD4_NC,Full,,Full,FALSE
SLFN12L,0.209268635877676,4.95731860282884,1.24540996580494,0.291943442484861,0.46639111643603,CD4_NC,Full,,Full,FALSE
AC015911.8,-0.00466808443111002,3.53456607929975,0.000393899888099508,0.984577583919996,0.991737495682149,CD4_NC,Full,,Full,FALSE
AC015911.3,0.19155263283715,1.00936261481931,0.176943632751716,0.683362278815018,0.799725523742237,CD4_NC,Full,,Full,FALSE
TOMM20P2,0.998523385371328,2.90305310443961,5.46402145239365,0.04288184113071,0.139142073826028,CD4_NC,Full,,Full,TRUE
LINC02001,0.389747836642191,4.29368778374632,1.78502486348785,0.212748766061586,0.378186947915585,CD4_NC,Full,,Full,FALSE
PEX12,-0.645174358946693,2.01162725158221,3.65389386555147,0.086768560326834,0.212613264385031,CD4_NC,Full,,Full,FALSE
AP2B1,-0.542045250372512,6.06163758832866,17.3457856385206,0.00217473847849401,0.0278141800424036,CD4_NC,Full,,Full,TRUE
TAF15,0.177843023982799,7.06442879493804,2.32648903928557,0.159857983050277,0.312791286320658,CD4_NC,Full,,Full,FALSE
MMP28,-0.0669258393887965,2.56647865980863,0.0151592336912134,0.904591125874797,0.948668073736381,CD4_NC,Full,,Full,FALSE
CCL5,1.97517449336299,9.34350451889055,12.8457267574061,0.0058231483319627,0.0447596439732253,CD4_NC,Full,,Full,TRUE
CCL3,5.95717842918291,5.22712033924277,39.3588080020144,0.000267198058618307,0.0120788231915653,CD4_NC,Full,,Full,TRUE
CCL4,2.3308156327945,4.79258603418174,11.7382087733919,0.00807821014980638,0.0525404150356722,CD4_NC,Full,,Full,TRUE
